vehicle_id,engine_temp_C,oil_pressure_psi,brake_pad_mm,battery_voltage_V,mileage_k,tire_pressure_psi,severity
VH-03649,95.4,37.2,11.6,13.02,93.0,31.1,Normal
VH-00546,96.6,36.1,2.8,12.69,62.0,35.2,Warning
VH-05355,101.9,32.3,8.3,11.87,49.0,33.9,Warning
VH-04436,91.6,41.9,11.3,13.36,158.0,34.3,Normal
VH-04496,91.2,36.4,8.7,12.58,80.0,33.4,Normal
VH-02735,91.8,32.2,4.6,13.16,104.0,35.0,Normal
VH-05866,92.7,46.6,3.1,12.4,111.0,32.6,Warning
VH-03506,93.6,54.7,4.9,13.63,59.0,31.9,Normal
VH-02928,84.2,40.3,6.4,12.17,63.0,30.3,Normal
VH-04906,101.3,44.9,5.0,11.83,89.0,33.9,Warning
VH-00767,90.6,41.1,10.0,,196.0,31.5,Normal
VH-07487,102.7,23.9,5.6,12.49,68.0,34.7,Warning
VH-07231,103.5,33.2,6.2,12.02,158.0,32.3,Normal
VH-04964,89.8,41.8,9.0,,8.0,37.7,Normal
VH-03387,91.0,33.6,10.5,12.0,136.0,30.4,Warning
VH-03474,84.5,44.1,4.1,12.94,25.0,35.6,Normal
VH-03691,94.3,45.2,11.8,,117.0,33.3,Normal
VH-00262,96.9,39.6,9.9,12.99,89.0,,Normal
VH-07743,98.5,43.3,2.8,12.99,25.0,36.1,Warning
VH-00951,98.6,47.6,2.0,13.37,108.0,34.8,Critical
VH-02765,89.4,36.1,3.2,13.0,105.0,33.2,Warning
VH-05998,96.6,39.1,10.7,11.66,193.0,30.6,Warning
VH-01012,91.0,37.0,8.1,11.9,6.0,33.0,Warning
VH-03817,96.5,52.2,11.1,12.81,148.0,31.5,Normal
VH-04643,94.8,38.2,8.1,13.98,34.0,27.4,Warning
VH-00736,101.2,46.3,2.9,,88.0,37.6,Warning
VH-07050,99.2,39.4,4.7,12.37,109.0,31.6,Warning
VH-03836,99.6,27.1,6.1,12.51,128.0,31.5,Normal
VH-03709,92.8,37.1,5.2,12.94,91.0,33.7,Normal
VH-00360,93.8,33.4,8.8,12.56,196.0,31.6,Normal
VH-07351,94.2,38.8,7.3,13.17,72.0,32.1,Normal
VH-01557,101.2,38.9,11.7,12.65,6.0,33.7,Normal
VH-03567,85.5,40.9,8.9,13.27,134.0,36.9,Normal
VH-03006,79.2,36.3,6.3,11.76,59.0,45.0,Warning
VH-00584,100.7,39.1,9.5,12.1,172.0,31.2,Normal
VH-01905,85.7,28.4,10.1,,35.0,36.9,Normal
VH-06506,90.5,43.7,7.0,11.95,140.0,38.6,Warning
VH-02910,91.1,37.0,11.2,12.7,161.0,39.1,Normal
VH-04756,96.3,51.3,2.1,12.04,30.0,37.0,Critical
VH-06827,74.5,35.7,3.2,12.59,11.0,29.7,Warning
VH-06932,95.9,33.5,5.9,13.4,200.0,30.7,Normal
VH-03921,92.5,32.8,11.4,12.81,40.0,36.6,Normal
VH-03959,88.4,41.2,5.5,12.17,102.0,22.6,Warning
VH-06255,102.4,28.6,4.3,12.7,7.0,32.8,Normal
VH-00667,98.9,44.1,11.8,12.79,51.0,,Normal
VH-02927,97.2,36.7,4.5,13.37,13.0,28.7, normal 
VH-03492,92.7,41.4,3.0,11.61,64.0,36.1,Warning
VH-06863,95.6,39.5,5.6,12.08,19.0,31.1,Normal
VH-05068,89.6,30.8,10.2,13.25,146.0,34.8,Critical
VH-04484,95.5,30.4,11.3,11.97,98.0,30.6,Warning
VH-06984,86.3,37.4,5.5,12.53,193.0,32.2,Normal
VH-03986,86.0,42.4,6.6,12.09,37.0,31.5,Normal
VH-03580,100.2,32.7,9.6,12.61,93.0,38.6,Normal
VH-04425,100.8,41.4,8.8,12.86,150.0,,Normal
VH-05924,84.9,39.5,8.8,12.32,76.0,31.6,Normal
VH-03240,103.9,37.6,3.7,12.38,43.0,32.2,Warning
VH-06384,99.1,23.4,8.2,12.5,40.0,,Warning
VH-00423,83.2,49.5,10.8,13.4,11.0,29.6,Normal
VH-07759,79.5,44.2,11.7,12.49,78.0,33.0,Normal
VH-00139,118.3,52.1,10.1,11.55,150.0,28.5,Critical
VH-03601,114.3,,10.6,12.25,34.0,33.2,Warning
VH-00414,92.7,45.2,2.5,12.92,174.0,34.9,Critical
VH-04553,97.9,56.2,7.2,12.86,138.0,29.4,Normal
VH-03637,105.7,25.3,3.8,12.55,184.0,38.1,Warning
VH-01423,106.2,46.0,8.2,12.64,19.0,35.6,Normal
VH-03705,93.1,,3.2,12.05,160.0,34.9,Warning
VH-04179,88.7,47.4,6.8,12.52,25.0,30.6,Normal
VH-04278,92.0,50.5,2.2,12.55,33.0,35.4,Critical
VH-04347,77.0,43.8,6.8,12.52,104.0,30.1,Normal
VH-07391,94.1,48.2,8.0,12.0,53.0,37.1,Warning
VH-04082,95.6,36.7,9.4,12.01,118.0,31.9,Normal
VH-05285,98.0,,2.9,12.57,11.0,32.0,Warning
VH-02299,92.6,38.1,8.7,12.7,47.0,32.5,Normal
VH-07281,91.4,35.3,7.3,12.26,37.0,33.9,Normal
VH-05313,93.6,39.4,8.9,11.76,52.0,34.7,Warning
VH-06912,100.5,47.7,9.7,12.31,22.0,31.3,Normal
VH-03120,97.7,32.8,10.5,13.39,10.0,33.8,Normal
VH-03571,101.3,43.6,4.2,12.47,93.0,33.7,Normal
VH-02508,102.2,50.2,4.5,13.28,63.0,35.9,Normal
VH-00156,96.0,38.5,6.8,12.4,144.0,30.1,Normal
VH-03581,111.4,43.5,3.6,13.88,39.0,35.3,Warning
VH-06420,94.7,48.5,8.6,,126.0,36.9,Normal
VH-07922,88.4,30.6,11.2,12.14,125.0,35.9,Normal
VH-04471,89.0,49.7,3.2,12.95,12.0,33.5,Warning
VH-02540,98.8,42.0,9.5,12.79,164.0,35.9,Normal
VH-00669,74.5,40.3,10.1,12.85,128.0,31.9,Warning
VH-04095,80.9,51.1,7.7,12.96,152.0,33.2,Normal
VH-03642,94.3,33.4,6.6,12.82,118.0,39.8,Normal
VH-02769,101.2,42.8,4.8,12.43,197.0,34.6,Normal
VH-03698,86.5,41.8,9.5,13.9,38.0,36.3,Normal
VH-01124,93.5,31.8,2.1,12.43,187.0,32.9,Critical
VH-07028,92.9,36.9,2.1,12.97,42.0,30.8,Critical
VH-02320,98.4,39.7,7.4,12.08,44.0,33.0,Normal
VH-02116,95.5,46.6,11.6,12.48,104.0,31.3,Normal
VH-00940,96.7,19.8,10.4,12.83,127.0,34.3,Warning
VH-07910,99.8,50.3,2.3,12.65,151.0,35.1,Critical
VH-00883,85.6,52.6,11.5,13.31,133.0,39.3,Normal
VH-07354,96.6,33.9,2.8,13.22,154.0,30.5,Warning
VH-07317,93.6,40.5,9.7,12.55,179.0,37.4,Normal
VH-02561,95.4,48.1,8.8,12.87,117.0,36.1, normal 
VH-05509,98.4,45.8,9.5,12.38,141.0,34.4,Normal
VH-04196,97.3,44.4,2.3,12.18,49.0,32.8,Critical
VH-00668,90.8,36.7,3.4,12.9,122.0,29.1,Warning
VH-07279,104.2,37.9,9.0,12.07,27.0,37.3,Normal
VH-02608,101.6,43.4,11.8,12.56,12.0,32.8,Normal
VH-04599,110.1,63.4,3.4,14.03,188.0,32.4,Warning
VH-01909,98.5,38.0,4.1,12.84,35.0,33.9,Normal
VH-01111,92.8,46.7,5.4,12.88,168.0,37.2,Normal
VH-07377,80.0,34.8,3.8,12.29,163.0,36.5,Warning
VH-01876,100.8,31.7,8.8,11.78,129.0,34.2,WARNING
VH-03345,93.1,42.6,5.4,12.89,172.0,38.3,Normal
VH-05456,80.2,35.6,4.7,13.24,134.0,32.0,Normal
VH-06184,103.1,34.6,10.2,11.98,161.0,30.8,Warning
VH-02451,91.8,33.5,5.0,12.76,32.0,29.4,Normal
VH-07780,97.1,51.1,3.1,12.4,73.0,29.7,Warning
VH-03406,100.7,26.7,4.4,12.44,197.0,32.6,Normal
VH-04458,90.4,39.7,10.2,11.94,109.0,36.0,Warning
VH-00075,100.5,33.1,5.6,12.87,191.0,40.2,Warning
VH-02449,101.6,47.7,6.2,13.01,59.0,36.3,Normal
VH-03054,91.4,50.4,4.5,12.38,63.0,27.6,Warning
VH-05338,97.5,45.1,10.3,13.19,20.0,30.5,Normal
VH-07634,102.7,37.1,8.0,12.79,76.0,32.2,Normal
VH-07070,96.8,38.7,9.3,12.58,77.0,28.7,Normal
VH-01493,86.4,40.9,10.0,12.16,118.0,33.4,Normal
VH-05722,95.1,50.1,4.3,12.77,159.0,30.4,Normal
VH-03893,86.5,49.4,10.3,11.87,135.0,32.9,Warning
VH-04038,89.5,23.7,10.8,13.45,53.0,33.3,Critical
VH-01645,95.4,31.0,10.7,12.45,47.0,33.3,Normal
VH-01736,84.1,62.6,7.4,12.16,182.0,28.9, normal 
VH-01879,82.0,52.1,3.4,12.57,142.0,,Warning
VH-00598,96.9,41.2,5.2,12.2,53.0,33.1,Normal
VH-04101,96.4,39.7,4.6,12.78,84.0,33.9,Normal
VH-01258,108.9,27.1,9.2,12.76,113.0,34.2,Warning
VH-03559,88.4,35.1,6.8,12.45,112.0,32.9,Normal
VH-04850,92.4,37.7,5.8,12.97,24.0,,Normal
VH-03315,101.9,39.0,5.3,13.32,38.0,34.6,Normal
VH-04699,95.1,37.0,7.4,12.74,56.0,32.1,Normal
VH-03759,80.7,48.8,10.6,12.19,31.0,30.6,Normal
VH-04122,87.0,43.2,4.8,11.85,152.0,33.3,Warning
VH-03305,99.1,43.7,2.7,13.1,93.0,36.9,Warning
VH-05415,81.9,33.8,7.5,12.07,104.0,28.1,Normal
VH-07221,94.5,42.9,10.6,13.2,60.0,32.4,Normal
VH-02019,98.8,38.4,11.8,13.07,56.0,29.0,Normal
VH-05892,111.0,45.0,6.3,12.5,113.0,34.3,Warning
VH-04820,91.2,27.5,2.3,12.87,119.0,35.0,Critical
VH-05335,86.5,23.6,8.8,,133.0,35.0,Warning
VH-00789,93.8,37.2,10.4,12.63,87.0,35.6,Normal
VH-02880,97.4,36.2,4.3,12.93,184.0,39.0,Normal
VH-06737,103.1,39.3,10.0,12.99,24.0,32.7, normal 
VH-06467,96.2,53.7,11.5,13.22,95.0,34.0,Normal
VH-00294,93.1,44.9,4.7,11.82,97.0,35.0,Warning
VH-02957,95.9,40.4,4.3,12.77,55.0,32.0,Normal
VH-05980,89.0,36.7,4.8,12.53,27.0,36.1,Normal
VH-01632,96.2,41.4,11.3,12.84,47.0,28.9,Normal
VH-02675,97.9,24.3,10.9,12.88,14.0,31.0,Warning
VH-05360,91.0,57.8,2.4,12.14,14.0,35.8,Critical
VH-02473,99.7,42.5,3.4,12.66,107.0,31.8,Warning
VH-04898,97.5,38.5,6.7,12.6,117.0,36.4,Normal
VH-06393,94.9,44.2,5.7,12.27,90.0,32.2,Normal
VH-00936,85.8,26.9,3.3,12.42,68.0,31.4,Warning
VH-01351,99.5,43.3,6.5,12.9,33.0,29.7,Normal
VH-03173,95.3,46.6,12.0,13.14,64.0,37.2,Normal
VH-06204,94.5,28.2,11.2,12.85,118.0,30.2,Normal
VH-05756,88.2,43.5,9.3,12.31,110.0,28.9,Normal
VH-04114,88.5,42.3,6.9,12.52,171.0,39.2,Normal
VH-03920,97.6,40.5,5.8,13.04,187.0,33.6,Normal
VH-07721,96.4,44.2,2.8,12.99,12.0,32.5,Warning
VH-03084,91.2,42.2,7.0,12.54,177.0,36.9,Normal
VH-07652,94.8,47.3,2.6,12.43,86.0,28.5,Warning
VH-02120,99.4,31.9,4.3,12.31,119.0,35.5,Normal
VH-05067,102.1,39.5,2.8,11.98,65.0,32.8,Warning
VH-02920,89.2,45.9,8.3,12.08,88.0,,Normal
VH-06507,95.9,36.9,3.4,12.85,7.0,31.2,Warning
VH-03577,96.5,36.7,11.0,12.61,10.0,29.0,Normal
VH-05566,105.7,42.4,9.2,12.91,13.0,34.2,Normal
VH-01145,100.5,44.8,7.4,12.68,44.0,33.6,Normal
VH-01960,96.3,40.1,6.5,12.82,48.0,32.1,Normal
VH-07146,107.9,39.2,9.3,12.55,8.0,31.6,Normal
VH-06380,91.9,38.4,2.1,12.74,125.0,33.2,Critical
VH-00002,101.0,49.7,4.8,12.87,41.0,38.6,Normal
VH-06339,95.2,51.7,3.8,12.83,119.0,32.1,Normal
VH-04061,103.5,30.8,3.6,13.08,100.0,36.8,Warning
VH-06813,86.4,47.7,6.8,12.85,172.0,35.4,Normal
VH-00964,94.7,55.1,7.3,12.25,57.0,25.7,Warning
VH-07119,83.7,28.2,6.6,11.59,89.0,30.9,Warning
VH-07407,90.3,41.6,9.1,12.49,18.0,29.9,Normal
VH-04945,110.1,15.9,10.2,12.32,27.0,33.9,Critical
VH-00653,86.2,30.1,2.9,11.73,83.0,33.7,WARNING
VH-07304,94.6,39.9,9.4,13.0,9.0,34.1,Normal
VH-03350,95.5,,4.1,12.73,52.0,33.1, normal 
VH-06459,102.2,41.0,6.4,12.54,121.0,28.9,Normal
VH-03302,102.5,43.2,4.8,14.44,140.0,29.5,Normal
VH-02379,94.3,29.1,4.4,11.5,81.0,29.0,Warning
VH-05774,115.3,35.0,11.4,13.03,67.0,39.4,Warning
VH-04885,92.2,33.1,7.3,13.14,91.0,31.7,Normal
VH-02887,96.1,26.3,6.6,13.29,122.0,,Normal
VH-06599,105.1,33.0,10.0,12.29,52.0,31.5,Normal
VH-05937,101.1,51.1,8.8,12.13,151.0,32.7,Normal
VH-04772,92.3,56.1,6.2,12.53,21.0,26.2,Warning
VH-04264,89.6,,5.2,12.16,32.0,34.4,Normal
VH-00744,95.8,33.8,3.9,12.52,64.0,28.5,Warning
VH-03758,98.2,38.6,6.0,13.73,181.0,33.3,Normal
VH-00259,84.0,42.2,10.1,11.86,43.0,36.2,Warning
VH-06857,108.2,48.0,5.1,12.33,56.0,34.7,Warning
VH-02589,100.0,40.5,2.2,12.86,172.0,37.7,Critical
VH-04081,101.9,34.7,10.3,12.99,189.0,24.6,Warning
VH-02936,80.9,37.4,12.0,,38.0,32.8,Normal
VH-00533,98.6,41.6,11.6,13.19,167.0,36.3,Normal
VH-02616,94.9,30.0,8.8,12.29,91.0,33.7,Normal
VH-00633,79.5,48.4,11.1,12.9,34.0,32.3,Normal
VH-00556,89.0,37.2,3.8,12.33,152.0,34.9,Warning
VH-02968,111.3,34.7,11.6,13.11,13.0,31.4,Warning
VH-03504,96.3,43.0,7.3,12.62,121.0,30.4,Normal
VH-06173,85.4,44.1,6.3,12.58,9.0,,Normal
VH-00590,85.2,34.0,2.6,12.56,82.0,32.4,Warning
VH-03766,102.4,38.9,10.7,12.73,155.0,30.0,Normal
VH-07223,93.5,28.6,4.7,12.47,171.0,36.4,Normal
VH-00886,105.0,38.7,2.3,12.67,118.0,27.7,Critical
VH-05514,91.7,736.4976014418271,6.8,12.75,85.0,29.1,Normal
VH-03219,103.0,34.2,6.9,12.98,22.0,33.5,Normal
VH-05945,80.4,39.1,4.2,12.47,23.0,33.0,Normal
VH-00495,102.5,38.0,2.9,13.39,29.0,33.3,Warning
VH-05304,107.1,31.8,4.3,,133.0,35.5,Normal
VH-06254,96.8,41.8,4.6,13.3,170.0,33.3,Normal
VH-00362,103.0,47.0,7.0,12.69,116.0,32.7,Normal
VH-02027,74.2,27.3,11.2,11.95,72.0,32.8,Warning
VH-05715,93.1,36.1,10.0,12.16,152.0,30.3,Normal
VH-01150,96.5,40.8,5.5,13.45,126.0,34.8,Normal
VH-00828,104.7,25.7,5.1,12.16,113.0,27.7,Warning
VH-05748,89.1,,10.7,13.27,170.0,37.9,Normal
VH-03085,100.9,51.5,4.5,12.11,189.0,33.5,Normal
VH-00643,96.4,25.3,11.6,12.44,44.0,30.6,Normal
VH-06945,104.6,30.3,9.7,12.1,156.0,33.4,Normal
VH-07343,95.4,40.2,11.5,12.69,8.0,29.8,Normal
VH-00317,89.4,20.5,3.6,12.82,99.0,35.4,Warning
VH-07998,98.4,37.3,3.1,12.13,36.0,35.3,Warning
VH-01016,95.4,36.8,9.3,12.88,163.0,32.0,Normal
VH-00662,87.8,41.5,4.0,13.94,124.0,32.7,Normal
VH-00993,105.5,51.4,9.4,12.9,33.0,36.4,Normal
VH-00648,96.3,36.3,10.0,11.76,178.0,32.2,Warning
VH-02082,85.8,54.3,4.4,12.97,49.0,32.6,Normal
VH-02167,81.3,38.3,6.1,12.75,184.0,32.5,Normal
VH-01712,100.1,,8.5,12.95,197.0,31.2,Normal
VH-00070,84.8,53.0,2.6,12.28,122.0,37.8,Warning
VH-06535,106.3,34.6,5.9,13.11,11.0,33.3,Normal
VH-07342,93.4,28.6,8.9,12.08,180.0,31.1,Normal
VH-07491,93.4,37.2,10.0,12.12,12.0,38.7,Normal
VH-03408,98.9,48.5,8.0,12.82,163.0,29.6,Normal
VH-02626,105.8,47.7,4.2,13.44,110.0,35.6,Normal
VH-01596,97.6,52.8,10.6,11.83,107.0,36.1,Warning
VH-07806,84.9,39.5,3.6,11.97,56.0,29.8,Warning
VH-01686,90.7,42.6,11.9,12.84,82.0,33.8,Normal
VH-04607,105.4,29.2,5.6,13.53,100.0,32.9,Normal
VH-03306,98.9,37.0,8.2,12.58,36.0,35.0,Normal
VH-03153,93.9,622.7483472752697,8.0,12.4,78.0,35.4,Normal
VH-03885,95.4,48.7,3.1,12.62,199.0,29.7,Warning
VH-03196,84.6,39.6,6.5,12.08,70.0,37.1,Normal
VH-01312,89.6,31.8,6.0,13.16,94.0,28.6,Normal
VH-04588,81.3,46.1,9.4,11.81,191.0,29.2,Warning
VH-07438,89.0,38.4,6.3,12.42,44.0,28.2,Normal
VH-06928,88.9,44.0,4.5,12.67,199.0,35.7,Normal
VH-02221,88.9,40.1,7.5,12.21,106.0,40.3,Warning
VH-06132,102.1,35.6,8.0,12.29,147.0,35.3,Normal
VH-00906,93.2,48.0,2.3,11.86,105.0,33.4,Critical
VH-05224,103.1,50.4,6.8,12.13,59.0,32.4,Normal
VH-02289,82.4,36.9,2.2,13.03,16.0,26.1,Critical
VH-04227,110.6,36.8,5.5,11.71,199.0,28.1,Warning
VH-04523,95.6,46.3,10.4,11.88,71.0,36.1,Warning
VH-06807,88.9,46.0,6.6,11.78,82.0,31.1,Warning
VH-05161,83.2,44.6,3.5,12.63,181.0,40.9,Warning
VH-04835,89.1,39.6,2.3,12.81,93.0,31.9,Critical
VH-04536,87.7,35.6,3.2,11.69,81.0,,Warning
VH-00830,98.2,26.6,4.6,12.12,78.0,34.4,Normal
VH-04286,89.3,34.2,5.0,12.04,147.0,36.4,Normal
VH-07982,95.1,45.2,3.9,12.47,50.0,29.3,Normal
VH-05752,103.9,51.0,4.5,12.88,59.0,36.6,Normal
VH-05612,89.5,27.1,8.2,12.2,188.0,33.0,Normal
VH-05839,83.6,35.7,10.6,12.39,110.0,34.5,Normal
VH-06648,87.3,46.1,6.9,12.18,122.0,35.9,Normal
VH-02443,100.9,,2.7,12.88,12.0,34.8,Warning
VH-03412,96.0,35.5,9.0,12.18,51.0,30.9,Normal
VH-07863,92.1,43.7,5.1,12.65,160.0,30.3,Normal
VH-00009,88.2,26.5,10.2,12.46,76.0,38.8,Normal
VH-06650,101.6,44.1,10.3,12.69,92.0,32.9,Normal
VH-02453,88.4,38.1,10.6,12.6,65.0,32.4,Normal
VH-00873,95.5,44.4,2.0,13.78,72.0,33.4,Critical
VH-05055,94.9,34.9,9.8,,134.0,32.5,Warning
VH-05429,113.3,45.1,3.7,12.51,76.0,31.1,Warning
VH-03065,95.0,43.3,9.1,12.83,179.0,32.9,Normal
VH-07009,93.6,33.7,2.2,12.94,93.0,33.8,Critical
VH-06293,90.5,49.7,6.6,12.83,65.0,29.4,Normal
VH-07068,94.3,36.6,11.8,13.8,193.0,29.6,Normal
VH-07042,77.8,27.4,3.3,12.46,31.0,33.1,Warning
VH-07131,96.2,48.5,11.8,12.45,188.0,35.1,Normal
VH-05297,94.7,24.4,3.5,12.53,179.0,32.4,Warning
VH-07727,106.9,36.6,3.8,12.21,199.0,30.7,Warning
VH-07403,87.7,28.6,7.5,12.63,150.0,34.2, normal 
VH-06410,109.1,56.5,11.2,12.7,11.0,30.7,Warning
VH-07648,93.9,,5.6,12.66,94.0,33.7,Normal
VH-05609,98.8,41.6,5.2,12.78,128.0,35.9,Normal
VH-02730,85.6,23.2,2.2,12.79,117.0,31.0,Critical
VH-04993,89.6,49.2,10.1,11.9,47.0,31.4,Warning
VH-06398,86.8,32.3,10.9,12.39,49.0,32.8,Normal
VH-04197,81.9,36.5,6.3,12.55,37.0,34.7,Normal
VH-05412,90.7,25.2,9.4,12.86,61.0,31.4,Normal
VH-04833,88.5,45.5,7.1,12.68,67.0,34.3,Normal
VH-00284,86.1,45.8,5.9,,135.0,32.4, normal 
VH-03417,102.6,33.3,5.9,12.23,132.0,31.0,Normal
VH-02036,91.3,31.6,7.1,12.34,129.0,31.2,Normal
VH-00820,91.2,46.0,11.5,12.3,14.0,37.0,Normal
VH-07506,80.3,,3.2,12.44,101.0,31.1,Warning
VH-05101,107.8,22.9,3.7,12.88,96.0,34.6,Warning
VH-05909,105.9,40.8,3.2,13.23,78.0,35.1,Warning
VH-05868,98.7,42.3,11.7,11.74,127.0,32.6,Warning
VH-00524,106.2,52.4,3.4,12.57,197.0,35.4,Warning
VH-01897,98.6,39.7,6.9,13.67,170.0,30.2,Normal
VH-03984,88.6,36.8,9.8,12.47,39.0,31.8,Normal
VH-05767,108.2,49.3,3.4,13.69,21.0,32.3,Warning
VH-00326,82.4,38.2,5.7,12.8,55.0,35.8,Normal
VH-04160,84.3,29.6,7.6,12.24,192.0,33.9,Normal
VH-04539,100.5,39.7,10.1,12.67,12.0,35.7,Normal
VH-05209,84.3,33.2,10.7,12.65,67.0,35.4,Normal
VH-06240,104.1,36.1,5.1,12.86,68.0,33.6,Normal
VH-02196,93.6,,2.1,12.23,109.0,34.5,Critical
VH-05402,84.4,43.4,3.7,,112.0,36.3,Warning
VH-03192,95.7,30.8,8.0,12.0,103.0,32.2,Warning
VH-02942,95.2,38.1,3.5,12.98,38.0,31.2,Warning
VH-02956,99.2,40.4,10.1,12.46,33.0,31.4,Normal
VH-02310,101.6,38.7,4.7,13.01,12.0,34.6,Normal
VH-00498,79.1,51.9,5.3,12.39,158.0,36.6,Normal
VH-06715,85.8,40.1,2.8,12.58,109.0,31.4,Warning
VH-02546,92.5,48.2,12.0,12.0,16.0,31.7,Warning
VH-02782,99.0,51.4,4.3,11.77,176.0,30.6,Warning
VH-02405,81.8,,11.4,12.62,49.0,30.1,Normal
VH-02700,101.9,34.9,9.1,12.64,149.0,29.3,Normal
VH-07046,99.6,35.4,7.8,12.73,32.0,32.4,Critical
VH-07450,76.3,42.0,10.9,12.43,132.0,37.8,Normal
VH-00379,91.3,55.4,11.8,12.73,105.0,31.0,Normal
VH-03048,102.1,48.9,3.5,12.64,191.0,28.3,Warning
VH-07232,86.0,,10.9,12.99,125.0,34.1,Normal
VH-05838,94.7,37.7,6.0,12.93,38.0,32.4,Normal
VH-04132,97.8,41.7,9.9,12.05,135.0,31.3,Normal
VH-05102,103.3,38.2,4.4,12.26,122.0,34.5,Normal
VH-05443,94.6,49.2,7.7,11.7,181.0,35.7,Warning
VH-07169,109.3,55.8,5.8,12.83,42.0,31.0,Warning
VH-01052,95.9,32.5,6.1,12.61,188.0,35.9,Normal
VH-00190,108.8,44.8,10.1,11.86,169.0,28.1,Warning
VH-02788,90.4,37.4,7.6,12.52,35.0,29.5,Normal
VH-04844,94.7,47.9,7.0,12.13,137.0,,Normal
VH-02387,100.3,40.6,7.8,12.18,197.0,32.0,Normal
VH-01720,103.4,50.8,5.5,12.88,187.0,34.9,Normal
VH-04463,90.1,61.5,2.4,13.0,70.0,31.4,Critical
VH-04807,90.2,50.6,3.1,12.66,63.0,37.3,Warning
VH-00020,93.5,52.0,11.5,12.56,135.0,30.5,Normal
VH-03445,92.4,47.1,7.0,12.62,26.0,32.7,Normal
VH-06971,106.4,26.8,9.3,12.08,99.0,35.5,Normal
VH-04247,99.0,47.6,10.4,12.49,140.0,34.7,Normal
VH-04585,98.7,58.9,6.8,12.54,15.0,37.2,Normal
VH-02534,93.6,41.1,8.0,11.75,69.0,38.7,Warning
VH-02866,99.1,45.8,4.3,12.63,85.0,31.1, normal 
VH-07112,104.3,42.7,9.7,13.24,162.0,34.7,Normal
VH-07876,91.7,35.0,7.6,12.79,137.0,31.1,Normal
VH-04965,96.0,34.0,3.1,12.67,162.0,36.8,Warning
VH-06653,86.2,33.8,4.0,,77.0,,Warning
VH-02020,95.1,38.0,2.2,12.8,51.0,34.1,Critical
VH-07886,90.1,31.6,4.5,12.53,197.0,33.5,Normal
VH-07485,97.7,45.9,8.2,12.44,133.0,31.9,Normal
VH-05650,98.1,,2.2,13.26,182.0,,Critical
VH-06057,86.6,45.6,4.3,12.2,171.0,32.7,Normal
VH-00208,88.0,32.7,4.4,11.65,89.0,29.9,Warning
VH-06496,94.7,36.6,5.3,12.8,65.0,33.0,Normal
VH-04454,99.7,32.5,8.1,12.2,27.0,36.4,Normal
VH-00189,108.2,41.6,2.1,12.1,184.0,35.0,Critical
VH-05682,92.0,26.5,6.7,12.64,130.0,33.3,Normal
VH-05776,95.9,23.2,5.6,11.39,60.0,,Warning
VH-00150,93.7,43.1,10.9,11.79,63.0,32.3,Warning
VH-00022,104.8,46.0,8.5,12.55,79.0,36.1,Normal
VH-06320,84.0,37.0,5.9,12.69,20.0,32.3,Normal
VH-07949,105.2,47.2,11.2,11.99,156.0,32.7,Warning
VH-05057,91.9,41.8,3.3,11.97,64.0,33.3,Warning
VH-01331,86.4,33.5,4.7,12.3,107.0,30.0,Normal
VH-04306,97.1,30.2,8.7,11.58,108.0,30.2,Warning
VH-00442,97.9,51.7,6.9,13.02,41.0,37.5,Normal
VH-00657,96.4,27.5,7.1,11.92,78.0,31.7,Warning
VH-02355,77.5,38.2,3.1,13.4,17.0,32.6,Warning
VH-06521,101.0,31.8,9.3,11.8,19.0,32.4,Warning
VH-01382,92.5,42.2,4.7,12.97,94.0,34.2,Normal
VH-01807,95.0,47.2,10.2,12.23,34.0,35.1,Normal
VH-04645,88.3,37.4,4.0,13.16,159.0,30.2,Warning
VH-06283,85.8,30.2,5.5,12.82,134.0,32.9,Normal
VH-02798,99.6,31.7,7.3,12.45,152.0,32.4,Normal
VH-01962,92.8,45.2,2.0,13.07,130.0,35.9,Critical
VH-07954,91.8,36.3,10.9,12.53,117.0,33.3,Normal
VH-04121,100.9,41.7,10.6,13.08,129.0,40.3,Warning
VH-00550,98.1,41.7,11.8,12.1,18.0,35.2,Normal
VH-04104,92.2,40.3,9.4,13.43,69.0,30.8,Normal
VH-06422,73.6,41.5,7.2,12.37,191.0,33.5,Warning
VH-07079,97.7,35.3,11.9,11.79,145.0,36.2,Warning
VH-03952,94.5,43.3,10.9,12.45,108.0,38.7,Normal
VH-05935,85.7,52.4,8.8,13.01,23.0,35.1,Normal
VH-04811,91.9,46.0,11.3,12.96,25.0,33.9,Normal
VH-07382,95.6,42.7,2.1,12.03,44.0,35.9,Critical
VH-00939,101.9,30.6,4.2,11.6,36.0,26.9,Warning
VH-02469,95.1,37.9,11.3,12.28,156.0,35.9,Normal
VH-04896,99.9,43.3,7.4,12.15,156.0,35.6,Normal
VH-02817,101.2,31.5,9.6,12.8,86.0,36.0,Normal
VH-06754,94.5,32.7,9.6,13.17,55.0,34.5,Normal
VH-05171,94.3,42.3,9.4,11.92,17.0,30.1,Warning
VH-05051,96.2,40.4,9.3,12.99,89.0,33.2,Normal
VH-05538,99.5,36.6,7.4,11.84,73.0,35.3,Warning
VH-05186,99.9,40.9,2.9,13.54,168.0,35.0,Warning
VH-07047,100.8,41.5,5.3,12.28,193.0,34.4,Normal
VH-02898,88.1,40.1,10.5,12.1,169.0,36.6,Normal
