engine_temp_C,oil_pressure_psi,brake_pad_mm,battery_voltage_V,mileage_k,tire_pressure_psi,severity
91.8,36.3,10.9,12.53,117.0,33.3,Normal
100.9,41.7,10.6,13.08,129.0,40.3,Warning
98.1,41.7,11.8,12.1,18.0,35.2,Normal
92.2,40.3,9.4,13.43,69.0,30.8,Normal
73.6,41.5,7.2,12.37,191.0,33.5,Warning
97.7,35.3,11.9,11.79,145.0,36.2,Warning
94.5,43.3,10.9,12.45,108.0,38.7,Normal
85.7,52.4,8.8,13.01,23.0,35.1,Normal
91.9,46.0,11.3,12.96,25.0,33.9,Normal
95.6,42.7,2.1,12.03,44.0,35.9,Critical
101.9,30.6,4.2,11.6,36.0,26.9,Warning
95.1,37.9,11.3,12.28,156.0,35.9,Normal
99.9,43.3,7.4,12.15,156.0,35.6,Normal
101.2,31.5,9.6,12.8,86.0,36.0,Normal
94.5,32.7,9.6,13.17,55.0,34.5,Normal
94.3,42.3,9.4,11.92,17.0,30.1,Warning
96.2,40.4,9.3,12.99,89.0,33.2,Normal
99.5,36.6,7.4,11.84,73.0,35.3,Warning
99.9,40.9,2.9,13.54,168.0,35.0,Warning
100.8,41.5,5.3,12.28,193.0,34.4,Normal
88.1,40.1,10.5,12.1,169.0,36.6,Normal
101.2,26.2,2.9,11.97,29.0,28.5,Warning
93.6,36.0,4.4,13.15,74.0,38.1,Normal
76.7,49.0,7.0,12.42,199.0,31.8,Normal
103.9,38.9,2.1,12.19,41.0,32.2,Critical
84.4,38.1,10.0,13.23,101.0,31.6,Normal
99.1,45.1,11.7,13.15,197.0,35.5,Normal
91.5,34.4,5.8,12.82,142.0,30.6,Normal
88.5,45.8,8.8,12.48,11.0,33.3,Normal
95.7,42.3,7.7,13.53,162.0,30.0,Normal
100.1,40.4,12.0,12.14,85.0,33.7,Normal
92.6,40.5,11.6,12.04,53.0,32.4,Critical
94.6,46.3,3.8,12.61,92.0,30.9,Warning
96.7,36.6,7.3,12.28,197.0,35.3,Normal
92.3,43.2,7.0,12.86,81.0,34.1,Normal
89.5,56.4,5.3,11.63,66.0,32.2,Warning
92.0,43.3,9.6,12.52,50.0,36.4,Normal
104.0,41.3,11.6,11.99,59.0,34.9,Warning
83.0,28.4,9.9,11.82,63.0,32.8,Warning
95.4,21.7,10.1,13.25,11.0,35.0,Warning
87.3,31.5,9.6,12.2,98.0,32.1,Normal
102.3,51.3,5.8,13.16,9.0,34.9,Normal
92.4,37.0,9.6,12.76,108.0,29.8,Normal
102.9,42.0,2.7,12.34,140.0,37.5,Warning
108.5,39.8,6.3,11.75,105.0,38.1,Warning
86.3,43.9,5.7,12.75,75.0,30.7,Normal
106.9,27.2,10.7,12.61,100.0,33.2,Normal
84.2,26.1,5.1,12.82,103.0,31.4,Normal
97.5,51.8,9.7,12.3,63.0,29.5,Normal
91.9,42.1,3.5,14.02,41.0,37.1,Warning
77.4,47.3,2.9,13.06,110.0,27.0,Warning
94.4,35.6,6.3,12.16,141.0,35.8,Normal
90.2,50.1,7.6,12.09,170.0,35.0,Normal
87.3,21.8,7.2,13.04,6.0,34.6,Warning
84.4,39.6,7.1,11.96,94.0,32.9,Warning
90.4,24.2,5.2,12.84,116.0,34.1,Warning
97.2,36.3,3.6,12.24,112.0,39.8,Warning
113.4,40.2,9.6,12.63,174.0,30.3,Warning
98.6,33.2,9.8,12.1,108.0,34.6,Normal
94.9,29.2,11.9,12.86,101.0,33.7,Normal
98.5,29.9,11.7,12.25,43.0,32.5,Normal
100.7,32.4,10.6,12.85,48.0,26.9,Warning
98.2,39.9,2.5,12.06,195.0,25.8,Critical
94.1,39.8,10.3,12.05,32.0,27.7,Warning
88.3,38.6,2.1,12.84,183.0,33.2,Critical
95.5,48.0,3.2,12.02,9.0,31.3,Warning
112.9,32.6,10.2,12.4,28.0,30.5,Warning
101.6,24.1,10.8,12.42,125.0,31.6,Warning
95.2,32.2,7.4,12.65,65.0,26.8,Warning
103.6,48.9,6.5,13.45,93.0,33.8,Normal
94.6,37.1,5.2,12.6,171.0,32.4,Normal
94.5,30.3,11.5,12.45,85.0,33.4,Normal
100.4,35.5,3.8,13.01,161.0,32.9,Warning
73.9,33.9,5.7,12.26,10.0,30.2,Warning
88.4,33.6,7.1,12.61,76.0,33.3,Normal
87.5,41.9,4.7,12.68,36.0,33.1,Normal
96.6,61.4,8.8,12.61,70.0,32.3,Warning
91.3,43.4,11.2,12.6,73.0,37.4,Normal
91.8,40.3,8.6,12.61,70.0,32.5,Warning
106.5,51.1,7.0,13.05,8.0,34.0,Normal
92.9,50.3,9.8,12.99,106.0,30.5,Normal
102.7,49.8,10.9,12.58,176.0,32.8,Normal
95.6,37.7,5.8,13.01,111.0,31.3,Normal
95.3,54.7,2.8,12.37,64.0,26.3,Warning
102.9,30.8,11.2,12.8,171.0,34.8,Normal
103.3,22.4,3.4,12.83,61.0,37.5,Warning
99.4,25.3,8.0,12.36,8.0,35.2,Normal
112.9,42.6,11.6,12.35,21.0,31.3,Warning
82.9,22.2,6.1,12.12,28.0,34.4,Warning
99.6,34.2,2.5,12.88,34.0,35.7,Critical
95.6,43.7,2.2,12.1,172.0,32.2,Critical
101.3,46.0,7.7,12.07,162.0,31.5,Normal
101.4,51.3,9.3,12.24,143.0,32.3,Normal
90.8,40.4,6.8,12.58,90.0,29.1,Normal
82.1,40.9,11.9,13.19,83.0,38.9,Normal
95.2,39.8,3.9,12.09,163.0,30.2,Warning
82.2,38.3,6.3,12.89,183.0,35.5,Normal
94.9,41.8,11.2,12.96,192.0,37.5,Normal
96.0,39.9,7.0,12.77,62.0,25.2,Warning
85.2,28.9,3.5,12.21,150.0,31.8,Warning
103.7,47.5,5.6,12.23,21.0,39.1,Normal
96.3,29.9,6.6,12.78,61.0,31.5,Normal
99.5,47.3,10.3,13.2,71.0,36.1,Normal
102.2,48.7,2.3,12.07,106.0,38.5,Critical
89.3,55.5,9.4,12.45,126.0,34.4,Normal
89.3,43.1,8.1,11.97,171.0,36.0,Warning
84.9,41.1,7.2,12.58,48.0,32.4,Normal
94.2,27.0,4.4,12.61,170.0,36.2,Normal
96.1,37.3,7.9,12.2,129.0,31.3,Normal
95.6,24.0,4.5,12.53,196.0,31.6,Warning
93.5,24.6,5.4,13.01,96.0,32.0,Warning
100.6,33.1,11.6,12.11,161.0,28.1,Normal
106.5,31.8,4.9,12.68,146.0,37.0,Normal
90.0,44.9,4.4,12.64,150.0,27.9,Normal
87.3,41.3,4.5,13.33,59.0,39.4,Normal
105.2,33.1,2.5,11.51,199.0,32.0,Warning
93.2,25.3,9.4,13.42,106.0,33.7,Normal
93.7,22.8,2.7,11.42,198.0,25.9,Warning
86.3,34.0,2.8,12.53,167.0,34.3,Warning
73.7,37.3,9.6,12.71,31.0,32.9,Warning
95.2,46.5,9.9,12.42,89.0,30.4,Normal
102.5,34.9,5.8,13.84,113.0,37.9,Normal
107.6,41.1,6.2,12.36,71.0,33.8,Normal
76.4,39.7,4.3,13.11,28.0,29.5,Normal
98.4,38.1,11.0,11.93,58.0,35.0,Warning
98.8,39.1,3.9,12.57,125.0,30.1,Warning
92.8,22.8,8.2,12.34,98.0,36.0,Warning
81.0,25.4,11.1,12.34,177.0,35.9,Normal
99.4,34.1,2.3,11.82,191.0,37.3,Critical
91.6,45.7,5.2,12.62,93.0,31.4,Normal
97.7,42.9,4.2,12.19,168.0,34.3,Normal
90.8,49.8,8.9,12.37,131.0,34.1,Normal
83.8,41.6,10.8,13.11,24.0,31.8,Normal
92.9,53.7,9.5,12.61,161.0,31.6,Normal
104.2,44.5,9.2,12.63,126.0,35.0,Normal
102.0,26.2,8.9,12.13,8.0,28.1,Normal
104.9,35.3,10.5,13.06,90.0,32.9,Normal
97.2,38.0,9.0,13.62,54.0,31.5,Normal
92.6,44.9,10.9,12.26,169.0,29.3,Normal
106.1,30.4,9.5,11.95,42.0,35.6,Warning
89.3,32.5,6.8,11.51,152.0,33.3,Warning
98.3,43.2,6.2,12.81,160.0,33.4,Normal
92.8,43.2,2.4,12.82,82.0,29.7,Critical
82.3,36.6,8.7,12.82,148.0,34.3,Normal
78.1,46.4,3.3,12.04,192.0,31.6,Warning
92.7,33.1,11.3,13.05,159.0,28.0,Normal
80.8,37.7,8.7,12.66,31.0,36.0,Normal
87.4,53.5,11.4,12.22,163.0,34.4,Normal
98.4,55.2,4.3,13.16,43.0,34.0,Normal
88.6,36.4,8.0,12.59,97.0,32.5,Normal
92.9,39.8,3.0,12.5,199.0,26.6,Warning
83.8,50.5,7.4,11.56,88.0,35.4,Warning
93.6,36.2,7.9,13.36,182.0,26.3,Warning
92.5,30.1,3.2,12.63,187.0,32.6,Warning
84.5,37.4,7.2,12.62,76.0,31.1,Normal
84.2,30.8,9.9,12.53,173.0,33.8,Normal
99.1,34.6,6.4,13.11,183.0,31.1,Normal
101.3,47.4,10.9,13.12,116.0,36.5,Normal
80.9,39.8,11.1,11.74,161.0,32.5,Warning
101.1,41.4,10.1,12.82,91.0,33.5,Normal
97.5,48.7,11.0,12.61,13.0,31.8,Normal
98.8,41.3,10.9,12.38,100.0,30.5,Normal
108.6,47.9,5.6,13.42,8.0,32.8,Warning
76.3,48.9,5.3,13.26,58.0,35.1,Normal
94.6,38.3,10.7,12.6,151.0,33.1,Normal
101.6,36.7,5.2,12.97,21.0,30.6,Normal
103.1,39.8,10.1,12.31,23.0,39.3,Normal
84.3,43.5,4.0,11.98,160.0,36.7,Warning
90.0,54.1,2.8,12.33,12.0,35.7,Warning
99.9,39.7,8.6,12.81,129.0,32.9,Normal
95.0,42.9,9.2,11.84,137.0,37.5,Warning
92.7,38.1,7.1,12.98,42.0,31.2,Normal
91.4,38.0,5.7,11.71,59.0,33.0,Warning
82.0,39.5,10.8,12.35,123.0,31.0,Normal
90.5,45.8,11.0,11.85,111.0,36.9,Warning
102.7,29.2,5.8,12.56,145.0,40.7,Warning
99.0,47.5,9.7,12.39,18.0,32.1,Normal
100.0,41.7,3.1,11.99,70.0,33.6,Warning
100.7,36.7,11.0,12.29,147.0,33.6,Normal
92.4,35.8,8.8,12.54,164.0,33.6,Normal
95.9,26.7,9.1,12.74,191.0,32.9,Normal
95.0,54.1,7.8,12.81,81.0,38.7,Normal
83.2,59.2,11.6,13.06,87.0,30.1,Normal
89.4,44.2,3.2,14.01,191.0,32.9,Warning
101.3,37.8,5.6,13.15,162.0,32.9,Warning
78.0,55.0,2.9,12.7,30.0,32.9,Critical
88.9,34.1,8.9,12.54,105.0,31.6,Normal
106.0,32.0,9.3,12.93,162.0,32.4,Normal
90.3,37.8,6.5,11.93,44.0,29.0,Warning
104.4,41.9,7.4,12.91,20.0,34.7,Normal
98.4,47.1,2.3,12.44,159.0,32.7,Critical
111.9,40.9,10.7,12.16,161.0,33.7,Warning
99.3,48.5,5.4,12.61,96.0,29.4,Normal
93.2,39.8,4.0,12.59,52.0,29.9,Warning
88.8,43.3,5.5,12.07,20.0,35.0,Normal
95.2,36.0,5.0,12.91,174.0,30.3,Normal
89.8,17.0,6.0,13.54,66.0,33.8,Critical
105.1,37.2,8.0,12.26,179.0,24.3,Warning
95.1,36.8,4.2,12.52,197.0,36.0,Normal
89.6,25.5,4.5,11.73,69.0,36.5,Warning
106.5,43.4,4.0,13.53,110.0,29.3,Normal
99.3,34.0,7.9,12.73,130.0,31.8,Normal
102.0,32.6,3.2,12.65,182.0,35.9,Warning
89.6,45.8,7.8,12.84,132.0,32.9,Normal
96.1,48.9,11.7,13.29,135.0,32.9,Normal
88.3,34.9,8.1,11.86,132.0,33.0,Warning
100.3,24.1,9.2,12.37,15.0,33.7,Critical
87.3,52.2,3.7,12.38,171.0,34.0,Warning
103.0,39.8,6.9,12.93,33.0,31.9,Normal
99.0,34.6,2.4,11.99,181.0,29.7,Critical
99.2,46.5,6.5,12.91,87.0,31.9,Normal
95.8,34.0,4.1,12.85,31.0,34.9,Normal
110.4,41.3,11.1,13.13,135.0,27.5,Warning
95.5,55.4,5.0,12.42,48.0,30.7,Normal
83.0,50.6,7.8,12.64,116.0,30.0,Normal
95.9,48.6,2.6,12.7,166.0,31.8,Warning
99.4,54.1,3.6,12.71,94.0,33.5,Warning
99.1,43.2,8.8,12.7,62.0,30.3,Normal
101.0,45.2,4.6,12.72,188.0,27.1,Warning
104.3,32.6,8.0,12.76,110.0,32.8,Normal
97.7,43.2,6.3,11.85,23.0,32.9,Warning
105.7,31.2,5.7,12.8,54.0,32.0,Normal
99.0,38.3,2.9,12.62,115.0,30.2,Warning
95.6,34.3,7.7,11.74,30.0,31.4,Warning
100.2,36.6,2.6,12.66,89.0,31.9,Warning
99.4,37.6,5.3,12.61,183.0,32.7,Normal
89.2,43.9,6.8,12.24,49.0,27.3,Warning
95.5,32.4,10.1,13.24,196.0,35.4,Warning
93.6,37.7,8.5,12.25,199.0,33.5,Normal
99.5,38.3,8.3,11.59,27.0,33.5,Warning
100.7,33.9,6.4,13.23,123.0,34.6,Normal
92.2,47.2,10.9,12.93,55.0,36.2,Normal
96.1,40.1,11.8,13.03,190.0,32.9,Normal
97.2,55.5,3.4,12.7,154.0,36.6,Warning
98.4,37.2,4.2,12.18,180.0,32.4,Normal
83.4,49.7,9.1,14.13,68.0,39.7,Normal
99.4,35.2,6.0,12.51,54.0,26.8,Warning
102.4,49.2,3.7,12.12,75.0,32.9,Warning
109.6,40.6,6.9,12.51,145.0,34.2,Warning
97.0,46.3,7.6,13.58,41.0,32.9,Normal
93.3,52.6,10.0,12.29,119.0,36.3,Normal
85.9,30.6,4.6,12.94,105.0,38.8,Normal
83.0,40.1,2.8,12.65,55.0,38.3,Warning
90.9,38.9,4.6,13.63,137.0,28.2,Normal
87.8,54.2,7.5,12.61,87.0,33.0,Warning
94.8,36.9,8.0,12.22,188.0,30.0,Normal
94.5,49.9,6.8,12.7,69.0,32.5,Normal
92.0,46.4,6.0,13.03,96.0,39.5,Normal
95.5,31.0,2.9,11.72,97.0,38.7,Warning
88.7,33.4,10.8,12.6,59.0,30.2,Normal
101.0,32.7,8.2,12.02,85.0,32.7,Normal
97.2,54.4,4.0,11.89,50.0,32.9,Warning
87.4,35.3,4.8,12.82,193.0,29.2,Normal
79.2,51.8,6.5,12.13,193.0,30.4,Normal
84.7,38.1,9.0,13.01,41.0,31.7,Normal
95.4,50.5,5.7,11.92,177.0,31.2,Warning
92.9,39.8,2.9,13.29,61.0,26.5,Warning
103.7,29.3,10.2,12.8,183.0,32.2,Normal
103.8,35.6,9.8,12.65,186.0,32.9,Normal
100.3,26.7,6.8,12.17,79.0,30.5,Normal
87.1,50.5,9.1,12.24,72.0,30.0,Normal
88.1,49.2,9.6,11.81,188.0,32.1,Warning
89.9,37.8,5.2,12.63,193.0,35.8,Normal
100.2,33.4,5.3,13.3,97.0,34.9,Critical
94.1,38.9,2.2,12.88,46.0,31.5,Critical
82.9,43.7,3.8,12.38,155.0,33.7,Warning
90.2,46.8,9.6,12.52,11.0,33.6,Normal
107.9,22.1,3.5,12.54,107.0,35.7,Warning
102.2,40.5,11.4,13.1,85.0,38.7,Normal
98.9,38.1,3.2,12.19,83.0,31.7,Warning
100.5,37.5,4.5,12.43,94.0,35.7,Normal
89.2,43.8,7.1,13.0,53.0,32.2,Normal
109.4,28.9,6.4,12.61,32.0,30.7,Warning
98.2,22.9,4.7,12.37,121.0,32.3,Critical
87.9,37.3,7.0,13.03,37.0,32.9,Normal
93.1,41.3,4.2,13.63,10.0,37.5,Normal
98.8,34.8,9.5,12.06,50.0,35.5,Normal
95.5,41.2,5.0,13.13,15.0,37.6,Normal
93.8,34.9,10.3,12.49,184.0,29.8,Normal
104.8,56.8,10.6,11.87,7.0,36.6,Warning
92.5,33.4,6.1,12.35,186.0,25.7,Warning
97.4,37.6,6.0,11.74,119.0,34.4,Warning
104.5,35.5,8.5,12.84,29.0,35.7,Normal
98.3,57.1,6.4,12.5,142.0,33.4,Normal
92.1,33.1,3.0,12.82,179.0,36.1,Warning
99.4,41.9,7.0,13.51,116.0,36.5,Normal
97.6,41.8,8.8,12.81,167.0,37.2,Normal
91.5,34.8,9.8,12.82,13.0,32.6,Normal
84.3,40.0,11.1,13.07,165.0,30.4,Normal
93.8,37.7,6.8,11.91,51.0,34.5,Normal
105.1,51.8,2.2,11.89,78.0,34.6,Critical
86.2,45.5,10.5,12.74,145.0,31.7,Normal
89.7,54.5,10.3,12.42,133.0,31.3,Normal
83.4,40.1,3.9,12.38,157.0,27.9,Warning
89.7,47.3,11.4,12.63,79.0,31.7,Normal
105.2,40.1,11.7,13.41,92.0,34.8,Normal
92.0,28.5,11.3,12.7,53.0,36.4,Normal
80.9,24.1,6.9,12.56,62.0,35.9,Warning
86.8,49.8,7.5,13.06,41.0,38.1,Normal
90.8,56.9,3.4,12.65,94.0,30.4,Warning
98.2,35.1,5.2,12.27,174.0,30.3,Normal
91.9,46.3,10.1,11.51,105.0,33.6,Warning
109.2,28.8,9.1,12.91,94.0,36.6,Warning
110.3,44.8,5.8,12.39,131.0,30.0,Warning
85.5,37.5,2.1,12.64,66.0,25.4,Critical
84.5,34.4,8.4,12.49,118.0,32.9,Normal
110.1,36.1,7.2,12.64,34.0,33.4,Warning
101.3,42.8,2.5,12.48,84.0,36.0,Warning
96.4,29.8,6.3,11.25,84.0,32.9,Critical
95.9,36.1,7.7,11.88,30.0,32.9,Warning
90.3,51.3,9.2,12.0,67.0,30.5,Warning
88.7,44.0,8.9,12.08,36.0,38.0,Normal
93.9,39.8,8.0,12.14,58.0,38.8,Normal
93.8,28.6,11.4,12.68,13.0,33.2,Normal
93.7,31.8,10.8,12.79,42.0,34.7,Normal
101.1,34.4,11.0,13.4,95.0,33.1,Normal
105.4,41.4,11.6,13.8,34.0,30.9,Normal
92.5,43.4,9.3,12.95,11.0,32.1,Normal
91.9,39.8,6.7,11.72,149.0,32.8,Warning
89.7,32.0,9.7,12.72,116.0,37.6,Critical
84.8,36.0,8.3,12.69,174.0,35.4,Normal
85.2,42.2,10.5,13.1,177.0,30.1,Normal
96.9,11.8,2.6,12.6,58.0,32.8,Critical
97.6,41.0,11.1,12.33,55.0,34.9,Normal
83.4,40.0,10.5,12.36,61.0,26.3,Warning
94.0,51.0,3.1,13.22,158.0,28.8,Warning
93.9,41.5,3.2,12.39,91.0,31.8,Warning
101.4,47.6,9.4,12.33,164.0,29.9,Normal
101.0,48.7,9.5,12.67,43.0,28.0,Normal
81.8,39.8,2.4,12.59,23.0,28.7,Critical
83.9,41.3,8.1,12.76,33.0,36.6,Normal
99.0,46.6,9.8,12.64,95.0,32.9,Warning
102.7,53.4,4.2,12.64,72.0,34.8,Normal
99.8,46.6,4.3,13.44,161.0,36.6,Normal
88.9,33.0,8.6,12.83,43.0,32.4,Normal
93.4,43.5,11.2,12.74,21.0,37.3,Normal
86.8,26.6,7.8,12.56,40.0,38.0,Normal
85.7,50.9,3.6,12.35,176.0,34.6,Warning
91.2,41.5,9.4,12.61,21.0,37.1,Normal
88.5,45.4,3.2,12.64,48.0,29.2,Warning
89.1,39.8,8.9,12.3,175.0,33.8,Normal
82.3,38.0,5.9,12.8,8.0,30.9,Normal
99.6,45.7,7.6,12.31,118.0,34.2,Normal
89.9,33.1,4.6,12.52,82.0,30.9,Normal
98.0,37.1,8.7,12.39,54.0,33.3,Normal
83.6,40.9,8.4,13.28,193.0,35.4,Normal
86.1,53.0,5.1,12.31,194.0,35.6,Normal
92.5,32.3,8.9,11.98,75.0,30.5,Warning
101.8,38.7,8.9,12.7,159.0,36.0,Normal
86.4,31.6,7.8,12.23,179.0,33.3,Normal
107.1,43.2,2.8,13.01,90.0,31.0,Warning
100.0,44.5,9.5,12.44,93.0,34.2,Normal
101.8,20.6,4.3,12.86,175.0,34.5,Warning
88.3,41.2,10.0,12.64,175.0,29.5,Normal
86.0,48.7,2.8,13.07,30.0,34.3,Warning
91.0,44.3,11.0,12.51,13.0,33.7,Normal
93.1,43.7,6.2,12.32,104.0,31.5,Normal
84.0,43.6,4.9,13.02,61.0,36.3,Normal
89.8,43.7,8.9,11.98,196.0,32.2,Warning
98.8,36.9,3.0,12.28,69.0,31.4,Warning
96.4,45.1,11.5,12.45,118.0,29.4,Normal
98.1,45.7,3.6,12.83,8.0,35.6,Warning
97.4,23.9,5.9,12.31,182.0,34.2,Warning
95.9,36.0,11.1,13.2,6.0,31.0,Normal
88.5,39.8,8.8,13.35,6.0,32.9,Normal
99.3,42.1,4.1,12.57,177.0,32.4,Normal
70.0,38.1,2.3,12.45,148.0,26.2,Critical
93.3,29.9,2.4,13.61,111.0,37.4,Critical
98.3,28.4,7.9,12.68,20.0,34.9,Normal
101.1,38.7,4.3,12.65,97.0,35.1,Normal
80.8,47.8,2.5,12.33,178.0,29.9,Warning
85.7,23.9,5.9,12.84,32.0,37.5,Warning
102.3,49.0,4.9,12.56,129.0,28.2,Normal
94.9,40.8,8.4,12.51,102.0,33.1,Normal
85.2,29.4,6.8,11.85,88.0,31.5,Warning
93.3,30.2,7.1,12.36,65.0,28.8,Normal
99.1,41.6,8.8,12.48,102.0,34.3,Normal
93.7,42.9,8.5,12.94,53.0,33.4,Normal
98.0,47.8,5.4,12.26,143.0,36.8,Normal
105.0,32.3,5.2,13.53,25.0,27.2,Warning
94.3,28.2,3.6,13.09,126.0,31.5,Warning
85.9,28.1,7.1,12.27,81.0,37.0,Normal
100.2,38.1,7.8,12.42,136.0,30.4,Normal
105.9,39.2,7.0,12.61,81.0,32.1,Normal
83.1,46.2,7.4,12.29,38.0,30.7,Normal
112.1,44.2,6.8,13.29,129.0,29.3,Warning
99.3,54.4,7.8,12.46,107.0,32.8,Normal
108.8,18.8,7.8,12.05,134.0,34.9,Warning
99.8,41.8,10.1,11.84,103.0,32.9,Warning
91.7,56.1,5.6,12.35,34.0,32.9,Normal
105.3,51.0,3.0,12.8,51.0,30.6,Warning
100.8,30.3,4.0,12.03,54.0,38.8,Normal
88.9,42.6,5.1,11.38,132.0,25.5,Warning
85.0,38.1,11.5,12.85,181.0,33.7,Normal
94.6,43.5,8.6,12.63,178.0,35.7,Normal
93.1,36.3,7.0,11.87,197.0,34.3,Warning
99.0,33.7,9.2,12.43,78.0,31.4,Normal
94.5,36.9,6.7,12.9,60.0,34.3,Normal
103.7,43.4,6.2,13.6,68.0,32.9,Normal
84.5,40.7,9.1,13.09,61.0,35.5,Normal
94.0,48.5,8.6,12.25,198.0,33.5,Normal
104.1,32.1,6.8,12.22,161.0,26.0,Warning
88.4,35.5,11.5,12.51,116.0,37.5,Normal
87.1,33.4,7.9,12.65,140.0,30.4,Normal
71.7,43.5,8.1,11.94,184.0,33.5,Warning
103.9,41.9,10.5,12.15,174.0,35.9,Normal
75.3,52.4,10.0,12.18,131.0,30.9,Normal
90.0,44.3,5.6,13.23,145.0,37.5,Normal
89.4,41.8,8.0,13.43,82.0,25.7,Warning
97.8,41.2,11.2,12.69,115.0,32.9,Warning
100.8,37.0,8.4,12.82,184.0,36.7,Normal
94.5,30.1,2.2,11.96,107.0,34.3,Critical
86.7,40.6,11.1,13.26,31.0,32.7,Warning
90.1,27.2,7.1,14.0,5.0,33.2,Normal
89.1,31.0,10.9,12.83,173.0,28.2,Normal
93.0,39.4,7.3,12.55,189.0,30.3,Normal
104.4,46.9,4.4,12.81,42.0,34.8,Normal
92.1,44.4,4.0,13.09,46.0,35.0,Normal
84.6,39.3,4.1,12.61,84.0,30.8,Normal
97.5,31.6,2.4,12.68,129.0,31.8,Critical
99.9,41.2,4.3,12.44,15.0,30.2,Normal
102.2,45.1,8.0,11.86,75.0,28.5,Critical
86.9,28.2,7.3,12.23,5.0,29.5,Normal
84.6,50.6,4.1,13.22,33.0,31.7,Normal
100.3,46.6,3.6,12.06,102.0,35.7,Warning
90.5,38.4,2.5,12.32,137.0,32.6,Critical
91.4,42.3,11.9,12.69,33.0,34.6,Normal
104.9,37.3,8.4,13.23,24.0,25.7,Warning
97.4,37.2,3.7,13.11,130.0,32.8,Warning
107.7,31.2,2.4,13.22,70.0,26.2,Critical
83.7,36.4,8.3,12.61,127.0,34.6,Normal
99.9,52.0,8.5,12.91,22.0,30.3,Normal
90.4,39.8,7.4,12.79,144.0,31.5,Normal
89.5,46.1,8.2,12.76,152.0,32.5,Normal
104.6,47.9,9.0,13.13,163.0,36.7,Normal
99.9,46.7,3.2,12.09,154.0,33.7,Warning
94.6,35.7,4.7,12.05,119.0,34.8,Normal
96.4,34.4,6.1,12.55,193.0,29.7,Normal
90.1,26.8,4.5,12.06,57.0,27.6,Warning
98.1,37.1,8.4,12.18,121.0,31.9,Normal
91.3,53.8,11.1,11.94,187.0,32.9,Warning
90.9,40.0,7.2,12.89,19.0,31.1,Normal
82.6,39.8,11.1,13.07,157.0,34.1,Normal
96.8,46.3,9.1,13.06,94.0,31.8,Normal
102.4,33.7,2.5,12.52,74.0,36.8,Warning
95.2,40.8,2.5,12.61,73.0,37.8,Critical
92.3,56.1,3.6,12.74,8.0,32.9,Warning
83.8,41.7,7.4,13.01,172.0,38.4,Normal
101.1,35.7,2.1,12.26,197.0,35.8,Critical
100.3,54.8,3.1,12.89,36.0,32.9,Warning
88.5,41.6,5.3,13.29,191.0,32.9,Normal
103.4,48.7,6.4,12.7,160.0,31.7,Normal
96.0,27.2,7.5,12.78,111.0,32.9,Normal
91.4,40.5,4.3,13.48,177.0,30.6,Warning
94.2,37.8,3.9,12.4,8.0,32.9,Warning
101.2,34.8,2.1,11.78,26.0,33.5,Critical
86.3,42.7,8.8,12.61,180.0,39.2,Warning
89.2,38.7,7.4,12.46,179.0,33.3,Normal
82.3,33.6,2.4,12.85,177.0,27.3,Critical
98.1,38.2,8.3,10.91,146.0,31.8,Critical
74.3,37.4,3.3,11.85,44.0,36.4,Warning
92.1,14.4,10.2,12.98,33.0,36.7,Critical
93.7,38.6,2.2,12.56,147.0,31.7,Critical
95.0,31.7,9.1,12.43,115.0,33.7,Normal
93.0,46.9,5.9,12.93,164.0,29.9,Normal
100.6,44.0,11.1,12.2,5.0,27.6,Warning
107.7,34.3,7.6,12.61,33.0,34.2,Warning
81.1,48.6,2.4,11.95,106.0,32.0,Critical
86.9,57.5,10.6,12.62,74.0,37.2,Normal
85.8,48.0,7.1,13.39,104.0,35.2,Normal
94.9,50.0,5.0,12.69,17.0,30.4,Normal
93.4,47.4,9.2,12.68,9.0,29.1,Normal
90.3,42.2,6.5,12.84,118.0,28.9,Normal
87.2,54.8,11.5,12.65,55.0,32.5,Normal
102.2,30.3,6.7,12.24,91.0,37.6,Normal
93.8,39.8,9.5,12.62,147.0,36.8,Normal
99.4,65.0,4.1,13.7,173.0,34.0,Normal
99.5,36.9,7.6,12.13,134.0,37.4,Normal
93.7,41.9,2.2,12.39,74.0,36.1,Critical
85.1,29.6,9.0,13.07,97.0,32.9,Normal
99.5,35.2,11.0,12.79,194.0,33.7,Normal
99.8,40.7,9.4,13.15,192.0,36.1,Normal
97.8,44.0,7.3,11.85,200.0,36.2,Warning
116.9,28.4,10.1,12.69,33.0,37.3,Warning
80.9,35.9,10.0,12.7,27.0,32.4,Normal
98.3,36.4,10.3,13.3,61.0,34.6,Normal
104.1,29.4,2.9,12.71,139.0,33.6,Warning
91.7,25.0,2.4,12.97,93.0,32.0,Critical
82.0,45.4,7.6,13.58,158.0,31.7,Normal
85.0,47.9,3.5,13.42,50.0,32.9,Warning
90.1,23.4,11.5,13.05,24.0,32.4,Warning
105.1,39.8,4.0,11.81,78.0,33.4,Warning
96.2,37.7,3.9,12.29,170.0,31.5,Warning
96.3,39.8,3.6,11.22,197.0,32.7,Critical
93.9,35.1,7.8,13.05,103.0,32.9,Normal
96.9,35.4,8.0,13.44,29.0,35.2,Normal
104.4,52.0,10.7,13.04,199.0,36.6,Normal
93.4,26.2,11.9,12.54,73.0,32.5,Normal
